承認番号,販売名,原始主成分,標準化成分,同義詞,drugbank_id,映射成功
622182901,アミティーザカプセル２４μｇ,ｱﾐﾃｨｰｻﾞ,ｱﾐﾃｨｰｻﾞ,,,False
622183001,ディアコミットカプセル２５０ｍｇ,ﾃﾞｨｱｺﾐｯﾄ,ﾃﾞｨｱｺﾐｯﾄ,,,False
622183101,ディアコミットドライシロップ分包２５０ｍｇ,ﾃﾞｨｱｺﾐｯﾄﾄﾞﾗｲｼﾛｯﾌﾟﾌﾞﾝ,ﾃﾞｨｱｺﾐｯﾄﾄﾞﾗｲｼﾛｯﾌﾟﾌﾞﾝ,,,False
622183201,ディアコミットドライシロップ分包５００ｍｇ,ﾃﾞｨｱｺﾐｯﾄﾄﾞﾗｲｼﾛｯﾌﾟﾌﾞﾝ,ﾃﾞｨｱｺﾐｯﾄﾄﾞﾗｲｼﾛｯﾌﾟﾌﾞﾝ,,,False
622183301,インライタ錠１ｍｇ,ｲﾝﾗｲﾀ,ｲﾝﾗｲﾀ,,,False
622183401,インライタ錠５ｍｇ,ｲﾝﾗｲﾀ,ｲﾝﾗｲﾀ,,,False
622183601,レキップＣＲ錠２ｍｇ,ロピニロール徐放錠２ｍｇ,ロピニロール徐放錠２ＭＧ,,,False
622183701,レキップＣＲ錠８ｍｇ,ロピニロール徐放錠８ｍｇ,ロピニロール徐放錠８ＭＧ,,,False
622183801,アムロジピンＯＤ錠１０ｍｇ「ＺＥ」,アムロジピン口腔内崩壊錠１０ｍｇ,アムロジピン口腔内崩壊錠１０ＭＧ,AMLODIPINE,DB00381,True
622183901,モサプリドクエン酸塩錠２．５ｍｇ「ＺＥ」,モサプリドクエン酸塩錠２．５ｍｇ,モサプリドクエン酸塩錠２．５ＭＧ,,,False
622184001,モサプリドクエン酸塩錠５ｍｇ「ＺＥ」,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,,,False
622184101,オロパタジン塩酸塩錠２．５ｍｇ「ＺＥ」,オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩錠２．５ＭＧ,,,False
622184201,オロパタジン塩酸塩錠５ｍｇ「ＺＥ」,オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩錠５ＭＧ,,,False
622184301,フェキソフェナジン塩酸塩錠３０ｍｇ「ＺＥ」,フェキソフェナジン塩酸塩錠３０ｍｇ,フェキソフェナジン塩酸塩錠３０ＭＧ,FEXOFENADINE,DB00950,True
622184401,フェキソフェナジン塩酸塩錠６０ｍｇ「ＺＥ」,フェキソフェナジン塩酸塩錠６０ｍｇ,フェキソフェナジン塩酸塩錠６０ＭＧ,FEXOFENADINE,DB00950,True
622184501,ケアラム錠２５ｍｇ,イグラチモド錠２５ｍｇ,イグラチモド錠２５ＭＧ,,,False
622184601,ＨＭＧ注射用１５０ＩＵ「フェリング」　１５０単位（溶解液付）,HMG,HMG,,,False
622184701,アムロジピン錠１０ｍｇ「あすか」,アムロジピン錠１０ｍｇ,アムロジピン錠１０ＭＧ,AMLODIPINE,DB00381,True
622184801,イソソルビド内用液７０％分包４０ｍＬ「ＣＥＯ」,イソソルビド経口液７０％４０ｍＬ,イソソルビド経口液７０％４０ＭＬ,,,False
622184902,オロパタジン塩酸塩錠２．５ｍｇ「ダイト」,オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩錠２．５ＭＧ,,,False
622185002,オロパタジン塩酸塩錠５ｍｇ「ダイト」,オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩錠５ＭＧ,,,False
622185401,モサプリドクエン酸塩錠２．５ｍｇ「ＡＡ」,モサプリドクエン酸塩錠２．５ｍｇ,モサプリドクエン酸塩錠２．５ＭＧ,,,False
622185501,モサプリドクエン酸塩錠５ｍｇ「ＡＡ」,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,,,False
622185801,プランルカスト錠１１２．５ｍｇ「ＣＥＯ」,プランルカスト錠１１２．５ｍｇ,プランルカスト錠１１２．５ＭＧ,,,False
622186201,グリメピリド錠０．５ｍｇ「オーハラ」,グリメピリド錠０．５ｍｇ,グリメピリド錠０．５ＭＧ,GLIMEPIRIDE,DB00222,True
622186301,アロキシ点滴静注バッグ０．７５ｍｇ　５０ｍＬ,ｱﾛｷｼﾃﾝﾃｷ,ｱﾛｷｼﾃﾝﾃｷ,,,False
622186601,アトルバスタチン錠５ｍｇ「ＹＤ」,アトルバスタチン錠５ｍｇ,アトルバスタチン錠５ＭＧ,ATORVASTATIN,DB01076,True
622186701,アトルバスタチン錠１０ｍｇ「ＹＤ」,アトルバスタチン錠１０ｍｇ,アトルバスタチン錠１０ＭＧ,ATORVASTATIN,DB01076,True
622186801,アレンドロン酸錠５ｍｇ「ＹＤ」,アレンドロン酸錠５ｍｇ,アレンドロン酸錠５ＭＧ,,,False
622186901,アレンドロン酸錠３５ｍｇ「ＹＤ」,アレンドロン酸錠３５ｍｇ,アレンドロン酸錠３５ＭＧ,,,False
622187001,オロパタジン塩酸塩錠２．５ｍｇ「ＹＤ」,オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩錠２．５ＭＧ,,,False
622187101,オロパタジン塩酸塩錠５ｍｇ「ＹＤ」,オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩錠５ＭＧ,,,False
622187202,ヘパリン類似物質外用スプレー０．３％「ＹＤ」,ヘパリン類似物質スプレー０．３％,ヘパリン類似物質スプレー０．３％,HEPARIN,DB01109,True
622187301,グリメピリド錠０．５ｍｇ「ＹＤ」,グリメピリド錠０．５ｍｇ,グリメピリド錠０．５ＭＧ,GLIMEPIRIDE,DB00222,True
622187401,スマトリプタン錠５０ｍｇ「ＹＤ」,スマトリプタン錠５０ｍｇ,スマトリプタン錠５０ＭＧ,,,False
622187601,アトルバスタチン錠５ｍｇ「杏林」,アトルバスタチン錠５ｍｇ,アトルバスタチン錠５ＭＧ,ATORVASTATIN,DB01076,True
622187701,アトルバスタチン錠１０ｍｇ「杏林」,アトルバスタチン錠１０ｍｇ,アトルバスタチン錠１０ＭＧ,ATORVASTATIN,DB01076,True
622187801,アムロジピン錠１０ｍｇ「杏林」,アムロジピン錠１０ｍｇ,アムロジピン錠１０ＭＧ,AMLODIPINE,DB00381,True
622187901,アムロジピンＯＤ錠１０ｍｇ「杏林」,アムロジピン口腔内崩壊錠１０ｍｇ,アムロジピン口腔内崩壊錠１０ＭＧ,AMLODIPINE,DB00381,True
622188001,オロパタジン塩酸塩錠２．５ｍｇ「杏林」,オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩錠２．５ＭＧ,,,False
622188101,オロパタジン塩酸塩錠５ｍｇ「杏林」,オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩錠５ＭＧ,,,False
622188201,モサプリドクエン酸塩錠２．５ｍｇ「杏林」,モサプリドクエン酸塩錠２．５ｍｇ,モサプリドクエン酸塩錠２．５ＭＧ,,,False
622188301,モサプリドクエン酸塩錠５ｍｇ「杏林」,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,,,False
622188401,モサプリドクエン酸塩錠２．５ｍｇ「ＹＤ」,モサプリドクエン酸塩錠２．５ｍｇ,モサプリドクエン酸塩錠２．５ＭＧ,,,False
622188501,モサプリドクエン酸塩錠５ｍｇ「ＹＤ」,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,,,False
622188601,ラフチジン錠５ｍｇ「ＹＤ」,ﾗﾌﾁｼﾞﾝ,ﾗﾌﾁｼﾞﾝ,,,False
622188701,ラフチジン錠１０ｍｇ「ＹＤ」,ラフチジン錠１０ｍｇ,ラフチジン錠１０ＭＧ,,,False
622188901,ジフロラゾン酢酸エステル軟膏０．０５％「ＹＤ」,ｼﾞﾌﾛﾗｿﾞﾝｻｸ,ｼﾞﾌﾛﾗｿﾞﾝｻｸ,,,False
622189001,ジフロラゾン酢酸エステルクリーム０．０５％「ＹＤ」,ｼﾞﾌﾛﾗｿﾞﾝｻｸ,ｼﾞﾌﾛﾗｿﾞﾝｻｸ,,,False
622189201,フルオシノロンアセトニド軟膏０．０２５％「ＹＤ」,フルオシノロンアセトニド軟膏０．０２５％,フルオシノロンアセトニド軟膏０．０２５％,,,False
622189401,エルプラット点滴静注液２００ｍｇ　４０ｍＬ,ｴﾙﾌﾟﾗｯﾄﾃﾝﾃｷ,ｴﾙﾌﾟﾗｯﾄﾃﾝﾃｷ,,,False
622189502,ポリスチレンスルホン酸Ｃａ顆粒８９．２９％分包５．６ｇ「三和」,ポリスチレンスルホン酸Ｃａ顆粒８９．２９％,ポリスチレンスルホン酸ＣＡ顆粒８９．２９％,,,False
622189601,スマトリプタン錠５０ｍｇ「タカタ」,スマトリプタン錠５０ｍｇ,スマトリプタン錠５０ＭＧ,,,False
622189701,スマトリプタン内用液５０ｍｇ「タカタ」　２ｍＬ,スマトリプタン経口液５０ｍｇ２ｍＬ,スマトリプタン経口液５０ＭＧ２ＭＬ,,,False
622189801,アムロジピン錠１０ｍｇ「タカタ」,アムロジピン錠１０ｍｇ,アムロジピン錠１０ＭＧ,AMLODIPINE,DB00381,True
622189901,アムロジピンＯＤ錠１０ｍｇ「タカタ」,アムロジピン口腔内崩壊錠１０ｍｇ,アムロジピン口腔内崩壊錠１０ＭＧ,AMLODIPINE,DB00381,True
622190002,グリメピリド錠０．５ｍｇ「Ｍｅ」,グリメピリド錠０．５ｍｇ,グリメピリド錠０．５ＭＧ,GLIMEPIRIDE,DB00222,True
622190101,オロパタジン塩酸塩錠２．５ｍｇ「タカタ」,オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩錠２．５ＭＧ,,,False
622190201,オロパタジン塩酸塩錠５ｍｇ「タカタ」,オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩錠５ＭＧ,,,False
622190301,オロパタジン塩酸塩ＯＤ錠２．５ｍｇ「タカタ」,オロパタジン塩酸塩口腔内崩壊錠２．５ｍｇ,オロパタジン塩酸塩口腔内崩壊錠２．５ＭＧ,,,False
622190401,オロパタジン塩酸塩ＯＤ錠５ｍｇ「タカタ」,オロパタジン塩酸塩口腔内崩壊錠５ｍｇ,オロパタジン塩酸塩口腔内崩壊錠５ＭＧ,,,False
622190501,マキサカルシトール軟膏２５μｇ／ｇ「タカタ」　０．００２５％,マキサカルシトール軟膏０．００２５％,マキサカルシトール軟膏０．００２５％,,,False
622190601,オロパタジン塩酸塩錠２．５ｍｇ「ＢＭＤ」,オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩錠２．５ＭＧ,,,False
622190701,オロパタジン塩酸塩錠５ｍｇ「ＢＭＤ」,オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩錠５ＭＧ,,,False
622190901,洗浄赤血球液−ＬＲ「日赤」　血液２００ｍＬに由来する赤血球,ｾﾝ,ｾﾝ,,,False
622191001,洗浄赤血球液−ＬＲ「日赤」　血液４００ｍＬに由来する赤血球,ｾﾝ,ｾﾝ,,,False
622191101,解凍赤血球液−ＬＲ「日赤」　血液２００ｍＬに由来する赤血球,ｶｲﾄｳｾｯｹｯｷｭｳｴｷ-LRﾆｯｾｷ,ｶｲﾄｳｾｯｹｯｷｭｳｴｷ-LRﾆｯｾｷ,,,False
622191201,解凍赤血球液−ＬＲ「日赤」　血液４００ｍＬに由来する赤血球,ｶｲﾄｳｾｯｹｯｷｭｳｴｷ-LRﾆｯｾｷ,ｶｲﾄｳｾｯｹｯｷｭｳｴｷ-LRﾆｯｾｷ,,,False
622191301,合成血液−ＬＲ「日赤」　血液２００ｍＬに由来（血漿約６０ｍＬ）,ｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾｷ,ｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾｷ,,,False
622191401,合成血液−ＬＲ「日赤」　血液４００ｍＬに由来（血漿約１２０ｍＬ）,ｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾｷ,ｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾｷ,,,False
622191501,照射洗浄赤血球液−ＬＲ「日赤」　血液２００ｍＬに由来する赤血球,ｼｮｳｼｬｾﾝ,ｼｮｳｼｬｾﾝ,,,False
622191601,照射洗浄赤血球液−ＬＲ「日赤」　血液４００ｍＬに由来する赤血球,ｼｮｳｼｬｾﾝ,ｼｮｳｼｬｾﾝ,,,False
622191701,照射解凍赤血球液−ＬＲ「日赤」　血液２００ｍＬに由来する赤血球,ｼｮｳｼｬｶｲﾄｳｾｯｹｯｷｭｳｴｷ-L,ｼｮｳｼｬｶｲﾄｳｾｯｹｯｷｭｳｴｷ-L,,,False
622191801,照射解凍赤血球液−ＬＲ「日赤」　血液４００ｍＬに由来する赤血球,ｼｮｳｼｬｶｲﾄｳｾｯｹｯｷｭｳｴｷ-L,ｼｮｳｼｬｶｲﾄｳｾｯｹｯｷｭｳｴｷ-L,,,False
622191901,照射合成血液−ＬＲ日赤　血液２００ｍＬに由来（血漿約６０ｍＬ）,ｼｮｳｼｬｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾ,ｼｮｳｼｬｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾ,,,False
622192001,照射合成血液−ＬＲ日赤　血液４００ｍＬに由来（血漿約１２０ｍＬ）,ｼｮｳｼｬｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾ,ｼｮｳｼｬｺﾞｳｾｲｹﾂｴｷ-LRﾆｯｾ,,,False
622192101,新鮮凍結血漿−ＬＲ「日赤」４８０　４８０ｍＬ,ｼﾝｾﾝﾄｳｹﾂｹｯｼｮｳ-LRﾆｯｾｷ,ｼﾝｾﾝﾄｳｹﾂｹｯｼｮｳ-LRﾆｯｾｷ,,,False
622192704,クエチアピン錠２５ｍｇ「タカタ」,クエチアピン錠２５ｍｇ,クエチアピン錠２５ＭＧ,QUETIAPINE,DB01224,True
622192804,クエチアピン錠５０ｍｇ「タカタ」,クエチアピン錠５０ｍｇ,クエチアピン錠５０ＭＧ,QUETIAPINE,DB01224,True
622192904,クエチアピン錠１００ｍｇ「タカタ」,クエチアピン錠１００ｍｇ,クエチアピン錠１００ＭＧ,QUETIAPINE,DB01224,True
622193004,クエチアピン錠２００ｍｇ「タカタ」,クエチアピン錠２００ｍｇ,クエチアピン錠２００ＭＧ,QUETIAPINE,DB01224,True
622193104,クエチアピン細粒５０％「タカタ」,クエチアピン細粒５０％,クエチアピン細粒５０％,QUETIAPINE,DB01224,True
622193601,ヘパリン類似物質外用スプレー０．３％「サトウ」,ヘパリン類似物質スプレー０．３％,ヘパリン類似物質スプレー０．３％,HEPARIN,DB01109,True
622193901,クエチアピン錠２５ｍｇ「トーワ」,クエチアピン錠２５ｍｇ,クエチアピン錠２５ＭＧ,QUETIAPINE,DB01224,True
622194001,クエチアピン錠１００ｍｇ「トーワ」,クエチアピン錠１００ｍｇ,クエチアピン錠１００ＭＧ,QUETIAPINE,DB01224,True
622194101,クエチアピン錠２００ｍｇ「トーワ」,クエチアピン錠２００ｍｇ,クエチアピン錠２００ＭＧ,QUETIAPINE,DB01224,True
622194201,クエチアピン細粒５０％「トーワ」,クエチアピン細粒５０％,クエチアピン細粒５０％,QUETIAPINE,DB01224,True
622194301,リスペリドンＯＤ錠０．５ｍｇ「トーワ」,ﾘｽﾍﾟﾘﾄﾞﾝOD,ﾘｽﾍﾟﾘﾄﾞﾝOD,,,False
622194401,スマトリプタン錠５０ｍｇ「トーワ」,スマトリプタン錠５０ｍｇ,スマトリプタン錠５０ＭＧ,,,False
622194402,スマトリプタン錠５０ｍｇ「ＴＷ」,スマトリプタン錠５０ｍｇ,スマトリプタン錠５０ＭＧ,,,False
622194501,ラフチジン錠５ｍｇ「トーワ」,ﾗﾌﾁｼﾞﾝ,ﾗﾌﾁｼﾞﾝ,,,False
622194601,ラフチジン錠１０ｍｇ「トーワ」,ラフチジン錠１０ｍｇ,ラフチジン錠１０ＭＧ,,,False
622194701,モサプリドクエン酸塩錠２．５ｍｇ「トーワ」,モサプリドクエン酸塩錠２．５ｍｇ,モサプリドクエン酸塩錠２．５ＭＧ,,,False
622194801,モサプリドクエン酸塩錠５ｍｇ「トーワ」,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,,,False
622194901,グリメピリド錠０．５ｍｇ「トーワ」,グリメピリド錠０．５ｍｇ,グリメピリド錠０．５ＭＧ,GLIMEPIRIDE,DB00222,True
622195001,アナストロゾール錠１ｍｇ「トーワ」,アナストロゾール錠１ｍｇ,アナストロゾール錠１ＭＧ,,,False
622195101,オロパタジン塩酸塩錠２．５ｍｇ「トーワ」,オロパタジン塩酸塩錠２．５ｍｇ,オロパタジン塩酸塩錠２．５ＭＧ,,,False
622195201,オロパタジン塩酸塩錠５ｍｇ「トーワ」,オロパタジン塩酸塩錠５ｍｇ,オロパタジン塩酸塩錠５ＭＧ,,,False
622195803,オロパタジン塩酸塩ＯＤ錠２．５ｍｇ「ＮＩＧ」,オロパタジン塩酸塩口腔内崩壊錠２．５ｍｇ,オロパタジン塩酸塩口腔内崩壊錠２．５ＭＧ,,,False
622195903,オロパタジン塩酸塩ＯＤ錠５ｍｇ「ＮＩＧ」,オロパタジン塩酸塩口腔内崩壊錠５ｍｇ,オロパタジン塩酸塩口腔内崩壊錠５ＭＧ,,,False
622196403,グラニセトロン点滴静注バッグ１ｍｇ／５０ｍＬ「ＮＩＧ」,ｸﾞﾗﾆｾﾄﾛﾝﾃﾝﾃｷ,ｸﾞﾗﾆｾﾄﾛﾝﾃﾝﾃｷ,,,False
622196503,グラニセトロン点滴静注バッグ３ｍｇ／５０ｍＬ「ＮＩＧ」,ｸﾞﾗﾆｾﾄﾛﾝﾃﾝﾃｷ,ｸﾞﾗﾆｾﾄﾛﾝﾃﾝﾃｷ,,,False
622196601,ナテグリニド錠３０ｍｇ「テバ」,ﾅﾃｸﾞﾘﾆﾄﾞ,ﾅﾃｸﾞﾘﾆﾄﾞ,,,False
622196701,ナテグリニド錠９０ｍｇ「テバ」,ナテグリニド錠９０ｍｇ,ナテグリニド錠９０ＭＧ,,,False
622197301,シナジス筋注液５０ｍｇ　０．５ｍＬ,ｼﾅｼﾞｽｷﾝﾁｭｳｴｷ50MG,ｼﾅｼﾞｽｷﾝﾁｭｳｴｷ50MG,,,False
622197401,シナジス筋注液１００ｍｇ　１ｍＬ,ｼﾅｼﾞｽｷﾝﾁｭｳｴｷ100MG,ｼﾅｼﾞｽｷﾝﾁｭｳｴｷ100MG,,,False
622197501,クエチアピン錠２５ｍｇ「日新」,クエチアピン錠２５ｍｇ,クエチアピン錠２５ＭＧ,QUETIAPINE,DB01224,True
622197601,クエチアピン錠１００ｍｇ「日新」,クエチアピン錠１００ｍｇ,クエチアピン錠１００ＭＧ,QUETIAPINE,DB01224,True
622197701,クエチアピン錠２００ｍｇ「日新」,クエチアピン錠２００ｍｇ,クエチアピン錠２００ＭＧ,QUETIAPINE,DB01224,True
622197801,モサプリドクエン酸塩錠２．５ｍｇ「日新」,モサプリドクエン酸塩錠２．５ｍｇ,モサプリドクエン酸塩錠２．５ＭＧ,,,False
622197901,モサプリドクエン酸塩錠５ｍｇ「日新」,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,,,False
622198001,グリメピリド錠０．５ｍｇ「日新」,グリメピリド錠０．５ｍｇ,グリメピリド錠０．５ＭＧ,GLIMEPIRIDE,DB00222,True
622198101,アムロジピン錠１０ｍｇ「ＮＳ」,アムロジピン錠１０ｍｇ,アムロジピン錠１０ＭＧ,AMLODIPINE,DB00381,True
622198201,ヘパリン類似物質外用スプレー０．３％「日新」,ヘパリン類似物質スプレー０．３％,ヘパリン類似物質スプレー０．３％,HEPARIN,DB01109,True
622198302,モサプリドクエン酸塩錠２．５ｍｇ「ＮＰＩ」,モサプリドクエン酸塩錠２．５ｍｇ,モサプリドクエン酸塩錠２．５ＭＧ,,,False
622198402,モサプリドクエン酸塩錠５ｍｇ「ＮＰＩ」,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,ﾓｻﾌﾟﾘﾄﾞｸｴﾝ,,,False
622198501,アナストロゾール錠１ｍｇ「ケミファ」,アナストロゾール錠１ｍｇ,アナストロゾール錠１ＭＧ,,,False
622198601,エルカルチンＦＦ内用液１０％,レボカルニチンＦＦ経口液１０％,レボカルニチンＦＦ経口液１０％,,,False
622198801,ロトリガ粒状カプセル２ｇ,オメガ−３脂肪酸エチル粒状カプセル２ｇ,オメガ−３脂肪酸エチル粒状カプセル２Ｇ,,,False
622198901,トレシーバ注　フレックスタッチ　３００単位,ﾄﾚｼｰﾊﾞﾁｭｳﾌﾚｯｸｽﾀｯﾁ,ﾄﾚｼｰﾊﾞﾁｭｳﾌﾚｯｸｽﾀｯﾁ,,,False
622199001,トレシーバ注　ペンフィル　３００単位,ﾄﾚｼｰﾊﾞﾁｭｳﾍﾟﾝﾌｨﾙ,ﾄﾚｼｰﾊﾞﾁｭｳﾍﾟﾝﾌｨﾙ,,,False
622199101,タイガシル点滴静注用５０ｍｇ,ﾀｲｶﾞｼﾙﾃﾝﾃｷ,ﾀｲｶﾞｼﾙﾃﾝﾃｷ,,,False
622199201,アイミクス配合錠ＬＤ,イルベサルタン・アムロジピン５ｍｇ配合錠,イルベサルタン・アムロジピン５ＭＧ配合錠,AMLODIPINE,DB00381,True
622199301,アイミクス配合錠ＨＤ,イルベサルタン・アムロジピン１０ｍｇ配合錠,イルベサルタン・アムロジピン１０ＭＧ配合錠,AMLODIPINE,DB00381,True
622199401,アイリーア硝子体内注射液４０ｍｇ／ｍＬ　２ｍｇ０．０５ｍＬ,ｱｲﾘｰｱｼｮｳｼﾀｲﾅｲ,ｱｲﾘｰｱｼｮｳｼﾀｲﾅｲ,,,False
